Address,FLAG,Avg_min_between_sent_tnx,Avg_min_between_received_tnx,Sent_tnx,Received_Tnx,Unique_Received_From_Addresses,Unique_Sent_To_Addresses,min_value_received,max_value_received,avg_val_received,min_val_sent,max_val_sent,avg_val_sent,min_value_sent_to_contract,max_val_sent_to_contract,avg_value_sent_to_contract,total_Ether_sent,total_ether_received,total_ether_sent_contracts,total_ether_balance,ERC20_total_Ether_received,ERC20_total_ether_sent,ERC20_total_Ether_sent_contract,ERC20_uniq_sent_addr,ERC20_uniq_rec_addr,ERC20_uniq_rec_contract_addr,ERC20_avg_time_between_sent_tnx,ERC20_avg_time_between_rec_tnx,ERC20_avg_time_between_contract_tnx,ERC20_min_val_rec,ERC20_max_val_rec,ERC20_avg_val_rec,ERC20_min_val_sent,ERC20_max_val_sent,ERC20_avg_val_sent,ERC20_uniq_sent_token_name,ERC20_uniq_rec_token_name
0x7fdfaa3154d3cb82e90f5fde8c52a95d66211705,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.003433,0.003433,0.003433,0.003349,0.003349,0.003349,0.0,0.0,0.0,0.003349,0.003433,0.0,8.4e-05,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x7fe5f97dd063f39386207bcc27b5581b3ef2e600,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.999916,1.999916,1.999916,0.0,0.0,0.0,1.999916,0.0,0.0,-1.999916,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x801d03f4d053242afbc2949c141bab4270ca6707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x8042980dbae8dde334b16df3870014c7bbd62ed6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x804a67880f461c2ba4b927a10e99e371962b0f3f,1.0,11955.46,561.5,3.0,6.0,6.0,3.0,0.010124,1.0,0.668351,0.508935,1.899284,1.336073,0.0,0.0,0.0,4.00821899,4.01010899,0.0,0.00189,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x806466179736c54b62dc6e9f844f02b8d67a49e7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x80b81748dd5c55baaa87731aa469ec17e33dac9a,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x80e02ae8c5d5e482558caf32004e7d6281445f28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x80f43e67169c917c68391f823fcff41b9b786d69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x81053c561fd1e5305d05c651fcc2ae7c4ae2cde6,1.0,362.93,3924.17,6.0,5.0,5.0,6.0,0.09763,2.394649,0.898393,0.2,1.0,0.748167,0.0,0.0,0.0,4.489,4.49196421,0.0,0.00296421,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x8105ed8a3be363e32c91a0904cd59e0f843d7123,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x813ca840322e3795702300bb3ebaf7aee9af9536,1.0,356.08,1365.94,10.0,2.0,2.0,2.0,0.1,1.999958,1.049979,0.0,1.999601,0.209903,0.0,0.0,0.0,2.099034,2.099958,0.0,0.000924,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x8196fa469bd2f8105bae01702c4b84b04cdf4a2c,1.0,0.0,416.13,1.0,2.0,2.0,1.0,0.490631,0.575068,0.532849,1.064838,1.064838,1.064838,0.0,0.0,0.0,1.06483777,1.06569877,0.0,0.000861,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x81c01024deaad32b015707f6f3ac948e88463204,1.0,7321.26,386.13,3.0,10.0,7.0,3.0,0.003,1.38,0.324325,0.05,2.872,1.077333,0.0,0.0,0.0,3.232,3.243246661,0.0,0.011246661,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x81e4b65b9330c5693d38430111d7eb174615bdd6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x81e7eae5baa0979398ba5c4b09cafcb8c690062b,1.0,0.0,13.72,1.0,10.0,10.0,1.0,0.0028,7.046462,1.888806,18.885982,18.885982,18.885982,0.0,0.0,0.0,18.88598248,18.88806148,0.0,0.002079,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,1.0,0.0
0x8202b590eca4662446102b3a97e3536aac8ab941,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x820c415a17bf165a174e6b55232d956202d9470f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x821006cd8ad55c74936d277217ecea6863231e48,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.599832,0.599832,0.599832,0.599034,0.599034,0.599034,0.0,0.0,0.0,0.599034,0.599832,0.0,0.000798,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x821efcb121b9c646dc8d5fb61e9c8ee9c30ba9e4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7112,0.7112,0.7112,0.7102,0.7102,0.7102,0.0,0.0,0.0,0.7102,0.7112,0.0,0.001,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x82334551e71b48387a122ebb256b188bf5868f44,1.0,0.0,8398.16,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x8255f34903440ff046169b12ea848ce6f083a631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x82603fec3241b319ac1a0470f2c08bd90461a355,1.0,36059.35,15639.14,5.0,12.0,11.0,3.0,0.0,0.5,0.126855,0.0021,0.502,0.3036,0.0,0.0,0.0,1.518,1.522255242,0.0,0.004255242,1553031039.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.337,1553031038.0,776515519.7,0.0,0.0,0.0,0.0,2.0
0x827216bd50d13b3e1dac8686e85f8b6b1bf2e856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x82eb193d2fad35d9c401e7318f82861c6924bfff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x831ee6baf32c7f558d90dd8f16a45e2928c23131,1.0,0.0,14.0,1.0,71.0,61.0,1.0,0.1,10.0,0.973986,70.152556,70.152556,70.152556,0.0,0.0,0.0,70.15255565,69.15297565,0.0,-0.99958,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x8324676c7cd3a99391d1d69ce3d8a7c2b51c1f59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x832ad88f1e81d46f9d80298597c80b577b6d4736,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.499517,0.499517,0.499517,0.0,0.0,0.0,0.499517,0.5,0.0,0.000483,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x8335392fe1b236296c5d5f653264396de165e46c,1.0,0.0,43.68,1.0,4.0,4.0,1.0,0.5,1.999916,0.874989,3.499538,3.499538,3.499538,0.0,0.0,0.0,3.499538,3.499958,0.0,0.00042,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x8369f6723c4792b41d4af4190662269431ee5b0b,1.0,0.0,316.28,1.0,17.0,17.0,1.0,0.04,10.5,1.871013,31.806779,31.806779,31.806779,0.0,0.0,0.0,31.806779,31.80722,0.0,0.000441,3.367117058,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.367117,3.367117,3.367117,0.0,0.0,0.0,0.0,1.0
0x8374aa52bf36eabca06e33c4163a081f53e39aa3,1.0,0.0,82.07,1.0,13.0,12.0,1.0,0.1,10.0,3.436865,44.67,44.67,44.67,0.0,0.0,0.0,44.67,44.67924914,0.0,0.00924914,28.37,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.37,15.0,14.185,0.0,0.0,0.0,0.0,2.0
0x837d87448df3e3cfbe1d613287e2c16d6e8a811c,1.0,0.0,135.08,1.0,3.0,3.0,1.0,0.5,2.0,1.166667,3.49,3.49,3.49,0.0,0.0,0.0,3.49,3.5,0.0,0.01,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x83885fc61837b4a9e0960be80da2f2bc581ecbc6,1.0,164.48,644.38,2.0,6.0,6.0,2.0,0.213359,5.0,1.827258,4.999559,5.212918,5.106238,0.0,0.0,0.0,10.2124766,10.96355043,0.0,0.751073828,2.292623778,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.292624,1.146312,0.0,0.0,0.0,0.0,2.0
0x83940770976605dda722a620dd9d91825c8d65dc,1.0,0.0,146.71,1.0,5.0,5.0,1.0,0.04769,0.994,0.533822,2.668061,2.668061,2.668061,0.0,0.0,0.0,2.66806126,2.66911126,0.0,0.00105,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x839baaca91cbcf6c1632c55e1ae031c6b270df19,1.0,5065.18,6674.5,2.0,2.0,2.0,2.0,0.505,1.858431,1.181716,0.15,2.2,1.175,0.0,0.0,0.0,2.35,2.36343106,0.0,0.01343106,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x839db3994bef8842c0809ab84996ba839fcac11e,1.0,2322.35,317.93,3.0,26.0,23.0,3.0,0.032,5.0,0.818283,0.512213,20.117118,7.090922,0.0,0.0,0.0,21.27276461,21.27534761,0.0,0.002583,2.674,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.337,0.891333,0.0,0.0,0.0,0.0,3.0
0x83d7cb758c30d067e99e9f52f9e4f987101ab888,1.0,1113.11,1342.5,3.0,6.0,6.0,3.0,0.46447,1.0,0.690664,0.3,3.502538,1.380846,0.0,0.0,0.0,4.14253797,4.14398698,0.0,0.00144901,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x83e99aec309c14e117097044e5efcc3672bcd450,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.009853,0.009853,0.009853,0.0,0.0,0.0,0.009853,0.01,0.0,0.000147,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x83ec306df6bee5320cf6a57a52ff732791c65b47,1.0,0.0,368.53,0.0,18.0,15.0,0.0,0.25,2.438234,0.804438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.47988264,0.0,14.47988264,1599.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,1500.0,266.5,0.0,0.0,0.0,0.0,6.0
0x8408263f4f0691db34bd7666b5af61e19cb91b91,1.0,1518.99,2683.08,4.0,11.0,9.0,4.0,0.001171,0.99832,0.378499,0.3,2.2,1.0375,0.0,0.0,0.0,4.15,4.16349137,0.0,0.01349137,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x8444173280e5fdc0525494638123b014cffcc521,1.0,8198.76,5778.2,9.0,56.0,54.0,9.0,0.000964,0.361559,0.066253,0.003413,0.9,0.404997,0.0,0.0,0.0,3.64497175,3.71016795,0.0,0.0651962,2.196884872,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.196885,2.196885,2.196885,0.0,0.0,0.0,0.0,1.0
0x84a8e201cfce8a10b1e721e1940a78a3326b7c97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x85234c92d4dddf239df9c76497a6516fdf546577,1.0,42314.28,0.64,8.0,2.0,2.0,8.0,0.2,0.99,0.595,0.08,0.315567,0.148558,0.0,0.0,0.0,1.188467,1.19,0.0,0.001533,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x854b62b692ac8411c3a45463c44cbdabac2d6913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x85704b506e10b10d714ead28cde947baa58f0ea4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.294426,0.294426,0.294426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294426,0.0,0.294426,2.260107222,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.260107,2.260107,2.260107,0.0,0.0,0.0,0.0,1.0
0x8583ee650c6566503d1d9dd3fae76498e7e4ccaa,1.0,446.03,5849.06,2.0,14.0,8.0,2.0,0.001,9.619746,1.104838,4.545256,10.220684,7.38297,0.0,0.0,0.0,14.76593974,15.46772762,0.0,0.70178788,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x858457daa7e087ad74cdeeceab8419079bc2ca03,1.0,262.68,197.66,109.0,111.0,104.0,54.0,0.01,193.5,14.689887,0.0,680.0,14.959358,0.0,0.0,0.0,1630.57,1630.577419,0.0,0.007419133,964541.1933,958145.8563,0.0,14.0,112.0,41.0,0.0,0.0,0.0,0.0,250000.0,6606.44653,0.0,493245.0,14740.70548,34.0,41.0
0x85d642eafb5f15ef54852b57302040ab066ff2c4,1.0,86355.96,869.25,2.0,11.0,10.0,2.0,0.5,5.0,1.407488,1.0,14.48065,7.740325,0.0,0.0,0.0,15.48064988,15.48237188,0.0,0.001722,1.337,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.337,0.33425,0.0,0.0,0.0,0.0,4.0
0x85e150d832942b10383b6d83211224c1ef37fad8,1.0,0.0,1127.3,1.0,4.0,4.0,1.0,0.299874,6.01,3.1525,12.604,12.604,12.604,0.0,0.0,0.0,12.604,12.61,0.0,0.006,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x860b62006ea05a05c7638d16a106858450bde336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x860f3b648111294346897c6a8309ffbf22265526,1.0,0.0,653.8,1.0,4.0,4.0,1.0,0.005,5.0,2.736968,10.947555,10.947555,10.947555,0.0,0.0,0.0,10.94755528,10.94787028,0.0,0.000315,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x8645ec394f7af95316639dce6f99c01476b0d888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x8676f2dfd06ec780ea3f8fba65a29110a56dd830,1.0,0.0,34814.2,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x86a120236c1f595ea53a93736b2e397c27af802e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x86d38dbde80fe6a947565967f41cf958cc271548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x86d5f3aa7bf4060a3f18832fc3faa3569483cc62,1.0,342.61,199.21,2.0,6.0,6.0,1.0,1.0,2.0,1.336529,3.002629,5.015597,4.009113,0.0,0.0,0.0,8.01822552,8.01917472,0.0,0.0009492,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x86ddf5b305b9081fb5208e903edeb013510997cd,1.0,3060.66,1426.78,9.0,6.0,5.0,4.0,0.02,0.259879,0.101473,0.0,0.54,0.067444,0.0,0.0,0.0,0.60699999,0.60883531,0.0,0.00183532,21000000001.0,103209.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,1.337,21000000000.0,10500000001.0,130.0,100000.0,25802.25,1.0,2.0
0x86e00684ea92cb87f40d74c5ebde97ef9a17753e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x86fe2696bfbfac26e78aa9020c87f1414879eddf,1.0,0.0,1171.24,0.0,9.0,9.0,0.0,0.005694,1.044447,0.573653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16287899,0.0,5.16287899,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x870691b57198f065530e90f8e98c70d0bd545e3e,1.0,1235.11,392.83,9.0,15.0,12.0,7.0,0.0001,13.99,2.302314,0.192267,9.2,3.953585,0.0,0.0,0.0,35.58226729,34.53470329,0.0,-1.047564,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x870c34e732a43e43e6a58dcbf14f4d9b823d4ca5,1.0,53181.49,10026.47,3.0,4.0,3.0,3.0,0.38211,10.0,3.092172,0.054019,12.0,4.084673,0.0,0.0,0.0,12.25401901,12.36868954,0.0,0.11467053,1.337,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.337,0.445667,0.0,0.0,0.0,0.0,3.0
0x8715e3e9cbe013bf54de58431a078a650b2ece1a,1.0,107171.34,266.85,3.0,12.0,12.0,3.0,0.010517,3.445,0.982418,0.05599,11.632565,3.928812,0.0,0.0,0.0,11.78643514,11.78901814,0.0,0.002583,15240.337,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,15140.0,2540.056167,0.0,0.0,0.0,0.0,6.0
0x8727df1be276966a408f63089b6d9dbeea66de09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x8729abb00a517bba3d615ed13e7c9c55ab311d41,1.0,2592.42,1702.87,6.0,6.0,6.0,5.0,0.09,1.173999,0.67655,0.010416,3.639961,0.675063,0.0,0.0,0.0,4.05037744,4.05930244,0.0,0.008925,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x87318b9b7eed24f69907d53eb7727c0a590f3588,1.0,0.0,133.48,1.0,23.0,22.0,1.0,0.011,4.924047,0.982917,22.60623,22.60623,22.60623,0.0,0.0,0.0,22.60623034,22.60709134,0.0,0.000861,9.11e-16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0x873a35f651892aee1d9360be80ae904f7d76068f,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999139,0.999139,0.999139,0.0,0.0,0.0,0.999139,1.0,0.0,0.000861,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x8781ebb17371d0c530285433308c02b81b895dae,1.0,12214.38,766.83,2.0,25.0,12.0,1.0,0.0005,0.05,0.00612,0.01,0.132,0.071,0.0,0.0,0.0,0.142,0.153,0.0,0.011,113.37,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.37,100.0,56.685,0.0,0.0,0.0,0.0,2.0
0x878cce43a3b9d8a872a33d2d6ccd561e033707f4,1.0,0.0,8.81,1.0,3.0,3.0,1.0,0.3,0.625,0.408333,1.224139,1.224139,1.224139,0.0,0.0,0.0,1.224139,1.225,0.0,0.000861,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x879a8eea3ea7811fbe7867a8984836d12dc1f9f4,1.0,143.27,95.03,5.0,4.0,4.0,1.0,0.5,1.0,0.672605,0.5,0.688005,0.537601,0.0,0.0,0.0,2.688005,2.69042,0.0,0.002415,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x87b4eed5a781d8b847645082410070f002b41e13,1.0,6616.51,72551.03,12.0,4.0,4.0,3.0,0.0,63.240212,19.255872,0.0,63.239792,6.418933,0.0,0.0,0.0,77.0271922,77.0234898,0.0,-0.003702399,17056.94147,17056.94147,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,12715.426,1218.352962,19.52966,12715.426,1895.215718,2.0,3.0
0x87c348573f02768a97afb57aac3bb6877a353ae9,1.0,52.41,128.48,3.0,11.0,10.0,1.0,0.094,10.0,1.572113,1.0,9.290663,5.763554,0.0,0.0,0.0,17.29066315,17.29324615,0.0,0.002583,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x87e7ee3cd0c38e49060f3f092f689a094b692039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x87eed16b97b08fd92491c66d28226b33eb4f2c8d,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x87f304f9f630cd33dd446ff5ae969b7f50fafd95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
